                    Name      Mass  Radius  Orbit  Smass  Distance  Habitable           Method  Year  Unnamed: 9
3813          WASP-119 b    391.07   15.68   0.04   1.02    333.00          0  Primary Transit  2016         NaN
3814          WASP-120 b   1608.78   16.97   0.05   1.45       NaN          0  Primary Transit  2015         NaN
3815          WASP-121 b    376.44   20.89   0.03   1.35    270.00          0  Primary Transit  2015         NaN
3816          WASP-122 b    445.43   20.07   0.03   1.40       NaN          0  Primary Transit  2015         NaN
3817          WASP-123 b    292.50   14.86   0.04   1.21       NaN          0  Primary Transit  2015         NaN
3818          WASP-124 b    190.76   13.89   0.05   1.07    433.00          0  Primary Transit  2016         NaN
3819          WASP-126 b     89.02   10.75   0.04   1.12    234.00          0  Primary Transit  2016         NaN
3820          WASP-127 b     57.23   15.34   0.05   1.08       NaN          0  Primary Transit  2016         NaN
3821          WASP-129 b    317.94   10.42   0.06   1.00    246.00          0  Primary Transit  2016         NaN
3822          WASP-130 b    391.07    9.97   0.10   1.04    180.00          0  Primary Transit  2016         NaN
3823          WASP-131 b     85.84   13.66   0.06   1.06    250.00          0  Primary Transit  2016         NaN
3824          WASP-132 b    130.36    9.74   0.07   0.80    120.00          0  Primary Transit  2016         NaN
3825          WASP-133 b    368.81   13.55   0.03   1.16    457.00          0  Primary Transit  2016         NaN
3826          WASP-135 b    604.09   14.56   0.02   0.98    300.00          0  Primary Transit  2015         NaN
3827          WASP-136 b    480.09   15.46   0.07   1.51    164.00          0  Primary Transit  2016         NaN
3828          WASP-138 b    387.89   10.61   0.05   1.22    308.00          0  Primary Transit  2016         NaN
3829          WASP-139 b     37.20    8.96   0.06   0.91    230.00          0  Primary Transit  2016         NaN
3830          WASP-140 b    775.77   16.13   0.03   0.90    180.00          0  Primary Transit  2016         NaN
3831          WASP-141 b    855.26   13.55   0.05   1.25    570.00          0  Primary Transit  2016         NaN
3832          WASP-142 b    267.07   17.14   0.03   1.33    840.00          0  Primary Transit  2016         NaN
3833          WASP-144 b    139.89    9.52   0.03   0.81       NaN          0  Primary Transit  2018         NaN
3834         WASP-145A b    282.97   10.08   0.03   0.76       NaN          0  Primary Transit  2018         NaN
3835          WASP-151 b     98.56   12.66   0.06   1.08    480.00          0  Primary Transit  2017         NaN
3836          WASP-153 b    124.00   17.36   0.05   1.34    430.00          0  Primary Transit  2017         NaN
3837          WASP-156 b     40.70    5.71   0.05   0.84    140.00          0  Primary Transit  2017         NaN
3839          WASP-158 b    887.05   11.98   0.05   1.38       NaN          0  Primary Transit  2018         NaN
3841          WASP-162 b   1653.29   11.20   0.08   0.95       NaN          0  Primary Transit  2018         NaN
3842          WASP-167 b   2543.52   16.91   0.04   1.52    381.00          0  Primary Transit  2017         NaN
3843          WASP-168 b    133.53   16.80   0.05   1.08       NaN          0  Primary Transit  2018         NaN
3844          WASP-172 b    149.43   17.58   0.07   1.49       NaN          0  Primary Transit  2018         NaN
3845         WASP-173A b   1173.20   13.44   0.02   1.05       NaN          0  Primary Transit  2018         NaN
3846          WASP-174 b    413.32   13.44   0.06   1.28       NaN          0  Primary Transit  2018         NaN
3848       WD 1145+017 b      0.00    0.10    NaN    NaN    174.00          0  Primary Transit  2015         NaN
3855          Wolf 503 b     10.90    2.03   0.06   0.69     44.58          0  Primary Transit  2018         NaN
3859             WTS-1 b   1274.94   16.69   0.05   1.20   3200.00          0  Primary Transit  2012         NaN
3860             WTS-2 b    356.09   14.56   0.02   0.82   1000.00          0  Primary Transit  2013         NaN
3861              XO-1 b    286.15   13.26   0.05   1.00    200.00          0  Primary Transit  2006         NaN
3862             XO-2N b    197.12   10.90   0.04   0.98    149.00          0  Primary Transit  2007         NaN
3865              XO-3 b   3748.51   13.63   0.04   1.41    260.00          0  Primary Transit  2007         NaN
3866              XO-4 b    513.79   14.75   0.05   1.32    293.00          0  Primary Transit  2008         NaN
3867              XO-5 b    342.42   11.54   0.05   0.88    255.00          0  Primary Transit  2008         NaN
3868              XO-6 b    604.09   23.18   0.08   1.47     86.00          0  Primary Transit  2016         NaN
